Date,Open,High,Low,Close,Volume,Trade
2013-07-09,2160.70,2174.79,2149.79,2162.67,414944.33,3724618.96
2013-07-10,2163.10,2224.14,2157.47,2224.07,611497.83,5437375.69
2013-07-11,2232.16,2351.22,2232.16,2326.69,1257931.88,11132981.25
2013-07-12,2319.02,2331.99,2274.07,2275.37,897330.79,8206455.60
2013-07-15,2289.76,2336.04,2274.67,2307.30,747578.83,7179618.71
2013-07-16,2300.83,2317.85,2281.94,2317.85,656241.56,6208563.20
2013-07-17,2311.44,2326.93,2281.61,2282.84,676552.50,6322906.32
2013-07-18,2272.95,2282.44,2241.93,2245.33,571442.94,5193723.49
2013-07-19,2248.13,2257.92,2188.75,2190.48,705352.81,6617907.20
2013-07-22,2170.09,2203.06,2159.81,2202.19,532834.97,4887294.77
2013-07-23,2211.59,2276.74,2206.76,2265.84,748097.33,6925542.20
2013-07-24,2253.38,2265.58,2217.19,2249.15,695923.05,6927982.59
2013-07-25,2255.22,2268.84,2227.85,2237.68,657743.16,6055836.47
2013-07-26,2226.43,2238.42,2209.81,2224.01,489410.97,4563607.14
2013-07-29,2205.08,2205.08,2169.02,2175.97,546009.24,4962461.29
2013-07-30,2184.01,2221.59,2162.98,2189.39,551936.20,5090722.61
2013-07-31,2211.75,2235.38,2187.21,2193.02,483270.55,4672349.39
2013-08-01,2206.00,2245.56,2200.63,2245.36,626039.96,5894476.60
2013-08-02,2263.49,2274.71,2244.25,2247.26,608908.95,5846000.03
2013-08-05,2249.98,2278.33,2243.22,2278.33,553421.52,5362306.66
2013-08-06,2270.67,2302.48,2256.72,2293.64,737468.93,6899357.29
2013-08-07,2292.38,2313.88,2276.86,2280.62,730486.94,6956048.38
2013-08-08,2277.25,2297.63,2267.07,2276.78,530984.29,5271027.71
2013-08-09,2288.51,2301.59,2258.33,2286.01,646000.18,6266397.90
2013-08-12,2296.22,2352.89,2293.18,2352.79,978632.19,9403890.89
2013-08-13,2352.88,2360.83,2340.73,2359.07,783936.36,7117851.85
2013-08-14,2362.62,2386.60,2340.83,2349.08,759421.29,7133822.16
2013-08-15,2348.84,2362.09,2319.78,2321.58,619518.52,5941120.20
2013-08-16,2314.26,2423.08,2295.02,2304.14,1203695.62,10402677.56
2013-08-19,2286.20,2340.19,2284.08,2331.43,724832.26,6706492.62
2013-08-20,2325.86,2353.41,2303.67,2312.47,730863.46,6758970.57
2013-08-21,2320.58,2321.64,2291.05,2308.59,550073.86,5088649.63
2013-08-22,2302.67,2329.14,2297.02,2303.93,553381.02,5168630.99
2013-08-23,2314.87,2321.04,2251.92,2286.93,689671.32,6545984.72
2013-08-26,2294.76,2336.38,2288.50,2335.62,703710.41,6654101.09
2013-08-27,2332.80,2345.11,2322.46,2340.88,659903.33,6257537.84
2013-08-28,2326.10,2345.36,2307.04,2328.06,892561.72,8096555.83
2013-08-29,2338.56,2342.32,2308.15,2318.31,660854.17,5971988.07
2013-08-30,2315.91,2334.41,2303.61,2313.91,876545.13,7669599.44
